accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,player,team,player id,team id,data_country,data_season,download_date
17,2,33.33,43,31,64.58,133,257,390,91.76,2,66.67,1,10,0,0,0,0,24,0,0,0,1,23,10,0,0,0,2,14,0,0,0.17,0.11,7,0,0.0,0,0,0,11,8,3,0,0,,21,61.76,0,0,0,35,10,0,0,7,576,0,4.0,1,0,0,0,0.0,0,0,0,0,49,3,0,6.74,0,0,0,0,0,0,0,0,0.0,0,0,2,0,1,1,5,55.56,0,7,5,71.43,0,30,9,6,23,62.16,48,161,264,425,67.4,2,0,527,9,1,0,Urie-Michel Mboula,Metz,1397934,1651,france,2526,20260326
18,2,8.33,187,22,64.71,303,146,449,83.3,35,37.63,58,23,2,0,0,0,94,3,7,18,4,20,23,0,0,41,10,194,0,0,1.48,4.96,45,0,5.45,0,3,5,28,24,4,2,1,,96,41.38,0,0,2,90,9,27,0,22,1979,4,2.0,0,0,0,0,0.0,0,0,0,0,278,19,0,6.74,0,3,0,0,0,0,0,0,659.67,0,2,35,20,21,16,27,36.99,0,25,15,60.0,27,39,73,24,131,40.31,34,379,160,539,155.0,55,0,999,44,6,0,Danny Namaso,Auxerre,867440,1646,france,2526,20260326
42,21,23.08,189,26,36.11,381,238,619,80.6,7,36.84,12,21,1,0,0,0,59,6,0,2,2,32,21,0,0,9,7,50,0,0,3.49,0.25,13,0,0.0,0,0,1,24,22,2,0,0,,43,53.09,0,0,0,149,11,19,0,17,1527,1,6.0,0,0,0,1,0.0,0,0,0,0,287,7,0,6.74,0,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,6,40.0,0,22,9,40.91,19,96,15,91,50,50.0,72,490,278,768,141.5,2,0,1170,17,2,0,Caio Henrique,AS Monaco,845170,1653,france,2526,20260326
3,0,0.0,105,4,80.0,141,52,193,80.42,0,0.0,2,16,2,0,0,0,18,2,1,4,0,2,16,0,0,15,4,39,1,1,1.27,0.82,3,0,9.09,0,1,3,5,5,0,0,1,,43,53.75,0,0,1,47,3,9,0,4,467,1,1.0,0,1,0,0,0.0,0,0,0,0,96,4,0,6.74,0,1,0,0,0,0,0,0,467.0,0,0,9,2,3,4,14,48.28,0,5,3,60.0,8,6,29,2,43,52.44,5,179,61,240,107.8,11,0,373,24,0,0,Osame Sahraoui,Lille,965357,1643,france,2526,20260326
0,0,0.0,16,0,0.0,28,18,46,90.2,1,50.0,1,8,1,0,0,0,6,1,1,2,0,2,8,0,0,2,1,9,0,0,0.16,0.56,3,0,16.67,0,1,2,5,4,1,1,0,,6,42.86,0,0,0,5,0,3,0,0,164,0,0.0,0,0,0,0,0.0,0,0,0,0,14,2,0,6.74,0,1,0,0,0,0,0,0,164.0,0,0,4,2,2,2,1,25.0,0,3,3,100.0,3,1,4,1,7,43.75,1,33,18,51,53.9,6,1,87,2,0,0,Stanis Idumbo Muzambo,AS Monaco,1149152,1653,france,2526,20260326
31,12,25.53,192,32,64.0,348,209,557,84.39,7,35.0,13,19,0,0,0,0,39,2,2,7,8,27,19,0,1,11,11,61,0,1,1.39,1.41,19,0,21.43,0,3,3,14,12,2,2,1,,33,40.74,0,0,0,103,4,15,1,18,1535,1,3.0,0,2,0,0,0.0,0,0,0,0,188,2,0,6.74,1,2,0,0,0,0,0,0,511.67,0,0,13,1,2,5,7,46.67,0,20,13,65.0,13,47,15,47,40,39.6,50,417,243,660,128.0,14,0,942,6,4,0,Abner Vinícius,Olympique Lyonnais,973838,1649,france,2526,20260326
19,2,28.57,117,31,56.36,297,354,651,86.23,21,42.0,29,23,0,0,0,0,67,2,1,4,4,50,23,0,0,14,12,84,1,1,0.9,1.78,21,0,5.88,0,1,1,30,30,0,1,0,,72,56.69,0,0,0,104,29,12,0,22,1830,0,9.0,0,0,0,0,0.0,0,0,0,0,171,4,0,6.73,0,1,0,0,0,0,0,0,1830.0,0,0,12,5,9,4,9,47.37,0,45,23,51.11,12,37,19,7,93,52.54,55,357,398,755,154.9,17,0,1080,18,6,0,Adama Camara,Paris FC,1507384,6070,france,2526,20260326
9,0,0.0,4,18,43.9,9,58,67,73.63,0,0.0,0,3,0,0,0,0,14,0,0,0,0,1,3,0,0,0,0,1,0,1,0.01,,1,0,0.0,13,0,0,3,3,0,0,0,0.24,0,0.0,0,1,0,24,0,0,0,2,226,0,0.0,0,0,0,1,0.0,1,0,0,0,24,0,1,6.73,0,0,2,1,3,4,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,17,0,0,0,0.0,41,28,63,91,20.2,0,0,107,0,0,0,Arnaud Bodart,Lille,878898,1643,france,2526,20260326
1,1,25.0,14,5,71.43,20,9,29,67.44,2,66.67,1,4,0,0,0,0,7,0,0,1,0,3,3,0,0,2,3,9,0,0,0.17,0.08,1,0,0.0,0,0,0,1,1,0,0,0,,7,46.67,0,0,0,14,0,2,0,1,100,1,0.0,0,0,0,0,0.0,0,0,0,0,24,1,0,6.73,0,0,0,0,0,0,0,0,0.0,0,0,2,1,1,1,0,0.0,0,4,4,100.0,2,4,2,4,9,50.0,7,32,11,43,20.2,3,0,72,3,0,0,Gabin Bernardeau,Nice,1893993,1661,france,2526,20260326
14,6,11.54,136,12,48.0,221,101,322,71.71,3,21.43,11,19,1,0,0,0,66,3,2,8,1,2,19,0,0,33,9,118,0,2,1.84,2.63,15,0,7.69,0,2,3,18,14,4,2,0,,66,38.15,0,0,1,127,7,21,1,17,1364,3,0.0,0,0,0,0,0.0,0,0,0,0,324,11,0,6.73,0,1,0,0,0,0,0,0,682.0,0,0,17,9,5,13,30,36.59,0,17,7,41.18,21,31,82,52,69,36.9,25,319,130,449,127.9,26,0,810,19,1,0,Amine Sbai,Angers,1392829,1684,france,2526,20260326
5,9,25.0,80,6,75.0,137,119,256,88.89,0,0.0,3,20,2,0,0,0,33,2,1,2,1,1,19,0,0,12,12,51,0,0,0.97,0.48,12,0,14.29,0,1,3,10,10,0,1,0,,52,52.0,0,0,0,32,3,10,0,5,672,1,0.0,0,0,0,1,0.0,0,0,0,0,110,6,0,6.73,0,1,0,0,0,0,0,0,672.0,0,0,4,3,4,1,20,57.14,0,16,8,50.0,10,9,35,36,52,50.49,8,162,126,288,127.9,7,0,482,16,2,0,Samuel Amo-Ameyaw,RC Strasbourg,1407484,1659,france,2526,20260326
2,2,15.38,37,3,42.86,73,35,108,82.44,5,62.5,3,16,1,0,0,0,15,1,0,1,0,4,16,0,0,7,2,28,0,0,0.72,0.36,8,0,16.67,0,1,2,11,8,3,1,0,,24,48.98,0,0,0,23,1,5,0,5,555,3,0.0,0,0,0,0,0.0,0,0,0,2,67,1,0,6.73,0,1,0,0,0,0,0,0,555.0,0,0,4,2,2,3,2,20.0,0,7,3,42.86,5,4,10,13,29,50.88,7,89,42,131,107.7,6,0,228,15,2,0,Ibou Sane,Metz,1470032,1651,france,2526,20260326
4,1,8.33,87,3,60.0,145,79,224,73.68,20,37.04,34,23,4,0,0,0,43,7,10,11,2,6,23,0,1,24,4,108,0,2,1.33,10.32,32,0,15.25,0,9,13,23,21,2,8,1,,45,37.82,0,0,2,80,3,16,1,19,1643,11,1.0,0,0,2,0,100.0,0,2,0,2,186,17,0,6.73,1,8,0,0,0,0,0,0,182.56,0,0,53,6,23,25,12,41.38,0,5,5,100.0,16,11,29,12,65,37.57,5,211,93,304,154.8,59,0,554,29,4,0,Folarin Balogun,AS Monaco,934237,1653,france,2526,20260326
0,0,0.0,31,0,0.0,42,12,54,65.06,20,76.92,6,17,2,0,0,0,12,2,4,8,0,10,17,0,0,9,1,33,0,0,0.59,3.5,12,0,13.64,0,3,5,5,3,2,3,0,,13,32.5,1,0,1,29,1,5,2,6,530,8,1.0,0,0,0,0,0.0,0,0,0,0,64,2,0,6.73,0,0,0,0,0,0,0,0,176.67,0,0,19,3,7,7,6,54.55,0,3,2,66.67,5,1,11,3,33,50.0,0,70,13,83,114.4,22,1,183,4,0,0,Mohamed Kader Meite,Stade Rennais,1606642,1658,france,2526,20260326
14,0,0.0,29,8,72.73,74,112,186,92.08,1,100.0,0,8,0,0,0,0,8,0,0,0,0,4,7,0,0,1,3,11,0,1,0.34,0.06,4,0,0.0,0,0,0,5,5,0,0,0,,13,54.17,0,0,0,16,2,3,0,3,270,0,0.0,0,0,0,0,0.0,0,0,0,0,28,0,0,6.73,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,1,1,25.0,0,11,7,63.64,3,16,4,1,14,56.0,11,84,118,202,47.1,1,0,248,1,0,0,Rafael Luis,RC Strasbourg,1153333,1659,france,2526,20260326
54,10,34.48,103,69,35.75,271,534,805,80.82,32,56.14,25,23,0,0,0,0,72,1,0,3,4,85,23,0,0,2,10,49,1,3,0.77,0.21,11,0,0.0,11,0,0,27,24,3,0,0,,71,74.74,0,0,1,191,21,9,0,21,1829,1,8.0,2,0,0,1,0.0,0,0,0,0,235,2,0,6.73,1,0,0,0,0,0,0,0,0.0,0,1,3,3,3,0,11,84.62,0,31,19,61.29,9,129,13,29,103,67.76,193,413,583,996,154.7,6,0,1296,30,2,1,Clement Akpa,Auxerre,1387156,1646,france,2526,20260326
0,4,22.22,24,1,25.0,36,3,39,70.91,2,66.67,1,8,0,0,0,0,10,1,0,2,0,1,8,0,0,3,3,19,0,0,0.81,0.21,4,0,0.0,0,0,0,5,5,0,0,0,,13,41.94,0,0,0,16,0,7,0,1,223,0,0.0,0,1,0,0,0.0,0,0,0,0,52,3,0,6.73,0,0,0,0,0,0,0,0,0.0,0,2,1,5,1,3,5,38.46,0,7,4,57.14,6,5,13,18,15,44.12,4,48,7,55,53.8,6,0,124,1,0,0,Reda Khadra,Le Havre,995671,1662,france,2526,20260326
9,19,24.68,88,5,31.25,140,71,211,79.92,7,53.85,6,19,0,0,0,0,18,2,1,3,2,2,17,0,0,7,6,41,0,1,1.95,1.65,13,0,11.11,0,1,1,7,7,0,1,0,,35,50.0,0,0,0,53,1,22,1,11,912,3,1.0,0,1,0,0,0.0,0,0,0,0,152,7,0,6.72,0,0,0,0,0,0,0,0,912.0,0,0,7,2,1,5,11,55.0,0,4,3,75.0,21,18,20,77,42,50.6,16,185,79,264,114.3,9,0,451,20,3,0,Adam Karabec,Olympique Lyonnais,1000175,1649,france,2526,20260326
30,0,0.0,91,39,46.99,286,492,778,86.35,42,68.85,19,18,0,0,0,0,85,0,3,4,2,97,18,0,0,5,16,66,2,2,0.38,1.55,22,0,0.0,2,0,0,30,26,4,0,0,,61,56.48,0,0,0,123,11,1,0,17,1468,1,14.0,0,0,0,1,0.0,0,0,0,0,176,1,0,6.72,0,0,0,0,0,0,0,0,0.0,0,0,8,4,3,5,5,41.67,0,36,27,75.0,1,73,12,13,103,60.95,83,363,538,901,121.0,12,1,1216,21,5,0,Antoine Mendy,Nice,1120615,1661,france,2526,20260326
8,4,21.05,18,2,11.11,32,58,90,73.77,0,0.0,1,5,0,0,0,0,9,0,0,2,0,7,5,0,0,0,2,5,0,0,0.33,0.07,2,0,0.0,0,0,0,1,1,0,0,0,,5,55.56,0,0,0,32,3,3,0,2,200,0,0.0,0,0,0,0,0.0,0,0,0,0,49,0,0,6.72,0,0,0,0,0,0,0,0,0.0,0,0,2,1,1,0,2,100.0,0,2,0,0.0,3,24,2,19,5,50.0,18,58,64,122,33.6,3,0,188,1,1,0,Thomas Delaine,Le Havre,153218,1662,france,2526,20260326
12,30,22.39,143,14,32.56,255,187,442,79.07,3,37.5,5,27,2,0,0,0,59,4,0,8,1,28,26,0,0,10,14,79,0,2,4.02,1.22,19,0,8.7,0,2,4,43,35,8,2,0,,70,48.61,0,0,1,117,11,37,1,22,1917,5,2.0,0,1,0,0,0.0,0,0,0,0,311,6,0,6.72,0,1,0,0,0,0,0,0,958.5,0,0,14,9,10,5,26,44.07,0,15,11,73.33,36,37,59,134,73,48.03,43,333,226,559,174.7,23,1,995,29,2,0,Georgiy Tsitaishvili,Metz,875677,1651,france,2526,20260326
11,0,0.0,46,34,53.97,169,378,547,91.47,16,69.57,7,12,0,0,0,0,34,1,0,1,3,62,11,0,0,4,4,26,0,2,0.09,0.43,9,0,0.0,5,0,0,15,14,1,0,0,,21,52.5,0,0,0,51,12,4,0,8,863,0,4.0,1,0,0,0,0.0,0,0,0,0,66,1,0,6.72,0,0,0,0,0,0,0,0,0.0,0,0,5,0,1,3,1,33.33,0,14,9,64.29,4,25,3,0,37,58.73,63,209,389,598,73.9,5,0,734,6,2,0,Chancel Mbemba,Lille,238612,1643,france,2526,20260326
20,0,0.0,61,30,51.72,252,628,880,92.73,10,52.63,9,17,0,0,0,0,66,0,0,1,4,46,17,0,0,1,9,32,0,2,0.5,0.25,14,0,0.0,33,0,0,22,22,0,0,0,,24,51.06,0,0,0,69,9,1,0,16,1314,1,12.0,0,0,0,0,0.0,0,0,0,0,82,0,0,6.72,1,0,0,0,0,0,0,0,0.0,0,0,4,0,2,1,1,100.0,0,15,8,53.33,1,43,1,0,34,51.52,58,291,658,949,114.2,4,0,1090,9,1,1,Lucas Høgsberg,RC Strasbourg,1426597,1659,france,2526,20260326
0,6,60.0,9,0,0.0,16,9,25,62.5,0,0.0,1,12,0,0,0,0,8,0,1,1,0,0,12,0,0,3,3,13,0,1,0.44,1.44,3,0,25.0,0,2,2,4,3,1,1,1,,7,36.84,0,0,0,15,0,7,1,1,206,0,0.0,0,0,0,0,0.0,0,0,0,0,35,2,0,6.72,0,1,0,0,0,0,0,0,103.0,0,0,6,2,0,7,3,50.0,0,3,3,100.0,7,1,6,10,7,35.0,2,29,11,40,80.6,8,0,91,1,0,0,Julian Vignolo,Toulouse,1657108,1681,france,2526,20260326
1,0,0.0,39,1,50.0,83,62,145,94.16,2,100.0,0,6,0,0,0,0,10,0,1,0,0,2,6,0,0,6,3,15,0,0,0.38,0.72,4,0,33.33,0,1,1,3,3,0,1,0,,13,46.43,0,0,0,9,5,3,0,3,232,0,1.0,0,0,0,0,0.0,0,0,0,0,31,1,0,6.72,0,1,0,0,0,0,0,0,232.0,0,0,3,0,1,2,4,57.14,0,1,0,0.0,3,1,7,2,15,50.0,2,90,64,154,40.3,3,0,205,8,0,0,Dro Fernández,Paris Saint-Germain,1926085,1644,france,2526,20260326
0,1,100.0,18,1,50.0,23,21,44,89.8,0,0.0,1,7,1,0,0,0,10,1,1,2,0,1,6,0,0,3,0,9,0,0,0.23,0.5,1,0,0.0,0,0,1,3,3,0,0,0,,10,55.56,0,0,0,5,0,4,0,2,195,0,0.0,0,0,0,0,0.0,0,0,0,0,18,2,0,6.72,0,0,0,0,0,0,0,0,0.0,0,0,3,1,1,1,1,20.0,0,3,1,33.33,4,0,5,1,10,52.63,2,28,21,49,40.3,4,0,82,6,0,0,Tanguy Ndombélé,Nice,845486,1661,france,2526,20260326
16,1,50.0,72,28,65.12,198,332,530,86.6,22,55.0,18,19,0,0,0,0,87,0,1,4,1,16,19,0,0,13,14,80,1,2,0.34,0.93,29,0,5.56,0,1,1,31,27,4,1,0,,70,53.03,0,0,0,82,14,4,0,16,1366,0,1.0,0,0,0,1,0.0,0,0,0,0,135,6,0,6.72,0,1,0,0,0,0,0,0,1366.0,0,0,8,10,11,3,18,69.23,0,47,24,51.06,4,33,26,2,92,53.49,43,247,365,612,127.6,18,0,835,5,3,0,Boubacar Traoré,Metz,982613,1651,france,2526,20260326
13,6,23.08,96,11,29.73,184,210,394,82.43,12,66.67,6,13,0,0,0,0,42,1,0,1,2,23,13,0,1,0,3,23,0,0,0.84,0.05,14,0,0.0,0,0,0,9,9,0,0,0,,17,50.0,0,0,0,84,16,8,0,7,719,0,1.0,0,0,0,0,0.0,0,0,0,0,122,6,0,6.72,1,0,0,0,0,0,0,0,0.0,0,0,0,2,1,0,0,0.0,0,14,9,64.29,8,36,2,26,29,55.77,37,243,235,478,87.3,2,0,663,3,3,0,Calvin Verdonk,Lille,361780,1643,france,2526,20260326
29,11,24.44,235,25,45.45,429,293,722,86.36,17,60.71,11,24,2,0,0,0,85,4,3,7,3,21,24,0,0,9,12,82,0,1,2.21,1.46,29,0,8.7,0,2,4,28,27,1,2,0,,67,48.55,1,0,0,114,12,24,0,22,1861,0,3.0,0,0,0,0,0.0,0,0,0,0,211,5,0,6.71,0,1,0,0,0,0,0,0,930.5,0,0,9,14,7,9,12,35.29,0,40,26,65.0,24,58,34,45,84,50.6,55,509,327,836,161.1,23,0,1214,17,3,0,Timothy Weah,Olympique de Marseille,855810,1641,france,2526,20260326
4,3,37.5,16,4,57.14,34,33,67,79.76,3,60.0,2,9,0,0,0,0,9,1,0,2,0,7,8,0,0,4,1,15,0,0,0.25,0.17,6,0,0.0,0,0,0,2,2,0,0,0,,21,61.76,0,0,0,17,3,3,0,1,249,0,0.0,0,0,0,0,0.0,0,0,0,0,31,1,0,6.71,0,0,0,0,0,0,0,0,0.0,0,1,2,1,1,0,1,33.33,0,12,8,66.67,3,5,3,8,24,61.54,7,45,39,84,53.7,3,0,144,9,0,0,Pierrick Capelle,Angers,209768,1684,france,2526,20260326
2,2,14.29,187,5,71.43,315,99,414,86.07,4,33.33,8,19,2,0,0,0,34,2,4,4,2,2,18,0,0,15,4,66,0,1,1.93,2.06,9,0,5.56,0,1,3,8,6,2,0,1,,43,42.57,0,0,1,67,5,17,0,9,837,2,0.0,0,0,0,0,0.0,0,0,0,0,165,9,0,6.71,0,1,0,0,0,0,0,0,837.0,0,0,14,4,7,7,18,37.5,0,13,7,53.85,17,7,48,14,47,41.59,7,372,109,481,120.8,18,0,682,12,0,0,Ibrahim Mbaye,Paris Saint-Germain,1590918,1644,france,2526,20260326
3,1,25.0,49,3,27.27,77,20,97,70.29,19,50.0,19,14,2,0,0,0,29,0,2,10,0,5,14,0,0,11,1,52,0,0,0.56,2.74,11,0,6.9,0,2,4,16,14,2,2,0,,25,43.1,0,0,1,41,4,7,2,8,660,0,0.0,0,0,0,0,0.0,0,0,0,0,90,14,0,6.71,0,0,0,0,0,0,0,0,330.0,0,0,23,6,14,5,5,29.41,0,11,6,54.55,7,9,17,4,44,45.83,11,110,28,138,93.9,29,0,273,10,0,0,Mama Baldé,Stade Brestois,557166,1715,france,2526,20260326
11,5,18.52,115,10,41.67,222,196,418,86.01,10,45.45,12,16,1,0,0,0,43,3,0,2,3,19,16,0,0,7,5,57,0,0,1.6,1.03,22,0,22.22,0,2,3,13,12,1,2,0,,45,50.0,1,0,1,68,6,11,1,11,988,2,2.0,0,0,0,0,0.0,0,0,0,1,135,2,0,6.71,0,0,0,0,0,0,0,0,494.0,0,1,7,2,5,2,8,42.11,0,21,14,66.67,11,19,19,27,55,49.11,24,278,208,486,107.3,9,1,730,16,4,0,Amir Murillo,Olympique de Marseille,839493,1641,france,2526,20260326
1,2,13.33,53,2,100.0,96,54,150,73.89,40,44.44,50,17,1,0,0,1,28,1,2,8,0,13,17,0,0,19,6,113,0,0,0.92,4.39,28,0,15.15,0,5,6,17,17,0,5,0,,38,37.62,1,0,0,53,3,14,2,16,1264,3,1.0,0,0,1,0,0.0,0,0,0,0,136,6,0,6.71,0,2,0,0,0,0,0,0,252.8,0,0,27,6,13,12,10,45.45,0,8,2,25.0,14,2,22,15,78,40.84,2,139,64,203,114.0,33,1,422,22,3,0,Frank Magri,Toulouse,1169436,1681,france,2526,20260326
27,9,30.0,75,24,53.33,143,186,329,77.23,7,28.0,18,19,1,0,0,0,59,2,0,0,4,28,19,0,0,9,22,70,0,1,0.97,0.12,11,0,0.0,0,0,1,18,16,2,0,0,,79,60.31,0,0,0,97,11,7,0,13,1204,2,0.0,0,0,0,0,0.0,0,0,0,0,187,3,0,6.71,0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,1,12,50.0,0,50,27,54.0,7,48,24,30,86,55.13,45,201,225,426,127.4,2,0,775,17,0,0,Bradley Locko,Stade Brestois,1129382,1715,france,2526,20260326
35,0,0.0,76,45,48.39,295,569,864,87.18,64,70.33,27,26,0,0,0,0,74,0,0,2,7,121,26,0,0,0,8,56,1,3,0.47,0.68,25,0,0.0,4,0,0,27,25,2,0,0,,33,53.23,0,0,0,127,35,2,0,24,2028,1,12.0,0,0,0,1,0.0,0,0,0,0,156,4,0,6.7,0,0,0,0,0,0,0,0,0.0,0,0,12,1,7,4,3,100.0,0,17,11,64.71,2,59,3,2,97,63.4,93,379,612,991,174.3,13,0,1302,14,3,0,Rasmus Nicolaisen,Toulouse,798124,1681,france,2526,20260326
5,2,40.0,45,4,66.67,78,53,131,83.44,13,37.14,22,11,1,0,0,0,17,2,3,3,1,3,10,0,0,6,2,49,0,0,0.72,1.79,11,0,12.5,0,2,3,6,6,0,2,0,,22,44.9,0,0,2,26,6,9,0,8,703,3,0.0,0,0,0,0,0.0,0,0,0,0,59,4,0,6.7,0,2,0,0,0,0,0,0,351.5,0,0,13,3,6,7,5,33.33,0,5,3,60.0,9,7,15,5,35,41.67,6,100,57,157,67.0,16,1,258,13,1,0,Martín Satriano,Olympique Lyonnais,973536,1649,france,2526,20260326
1,4,28.57,31,3,50.0,59,37,96,80.0,2,20.0,8,7,1,0,0,0,18,2,2,4,0,5,7,0,0,5,6,33,0,0,0.74,0.86,7,0,6.25,0,1,2,4,4,0,1,0,,28,52.83,1,0,0,24,0,3,0,7,504,1,0.0,0,0,0,0,0.0,0,0,0,0,64,2,0,6.7,0,0,0,0,0,0,0,0,504.0,0,0,13,3,8,4,5,41.67,0,8,6,75.0,3,2,12,14,30,47.62,6,81,39,120,46.9,16,1,236,15,1,0,Arnaud Nordin,Stade Rennais,848458,1658,france,2526,20260326
14,5,26.32,123,14,37.84,270,306,576,85.59,22,44.9,27,19,3,0,0,0,58,3,3,4,4,34,19,0,1,6,6,76,0,0,1.05,1.51,36,0,0.0,0,0,3,14,10,4,0,0,,62,55.86,0,0,2,97,20,13,0,14,1307,2,4.0,0,0,0,0,0.0,0,0,0,0,145,4,0,6.7,2,0,0,0,0,0,0,0,0.0,0,0,13,2,10,1,3,42.86,0,28,13,46.43,13,29,7,19,84,52.5,37,328,345,673,127.3,15,1,993,31,4,1,Nicolás Tagliafico,Olympique Lyonnais,158243,1649,france,2526,20260326
18,1,7.69,185,24,70.59,365,302,667,84.64,20,62.5,12,24,1,0,0,0,119,2,2,8,5,22,24,0,1,14,11,82,0,1,1.17,1.53,30,0,0.0,1,0,1,23,20,3,0,0,,94,57.32,0,0,0,121,22,18,0,22,1861,0,7.0,0,0,0,1,0.0,0,0,0,0,209,12,0,6.7,1,0,0,0,0,0,0,0,0.0,0,0,7,7,2,4,25,58.14,0,49,29,59.18,18,34,43,13,114,58.16,34,459,329,788,160.8,14,0,1143,20,5,0,Ayyoub Bouaddi,Lille,1564180,1643,france,2526,20260326
0,0,0.0,1,1,100.0,6,1,7,77.78,1,100.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,,0,0,0.0,0,0,0,0,0,0,0,0,,0,0.0,0,0,0,2,0,0,0,0,12,0,0.0,0,0,0,0,0.0,0,0,0,0,2,0,0,6.7,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,1,100.0,1,8,1,9,6.7,0,0,10,0,0,0,Mikayil Faye,Stade Rennais,1002564,1658,france,2526,20260326
0,0,0.0,3,0,0.0,3,0,3,100.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.14,,0,0,0.0,0,0,0,0,0,0,0,0,,0,0.0,0,0,0,0,0,1,0,0,8,0,0.0,0,0,0,0,0.0,0,0,0,0,2,0,0,6.7,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,2,0,0.0,0,3,0,3,6.7,0,0,5,0,0,0,Billal Brahimi,Nice,948250,1661,france,2526,20260326
0,1,50.0,5,0,0.0,7,1,8,88.89,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01,,0,0,0.0,0,0,0,0,0,0,0,0,,1,100.0,0,0,0,1,0,0,0,0,14,0,0.0,0,0,0,0,0.0,0,0,0,0,2,0,0,6.7,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,1,100.0,0,0,0,2,1,100.0,0,8,1,9,6.7,0,0,13,0,0,0,Erawan Garnier,RC Lens,1842137,1648,france,2526,20260326
2,0,0.0,0,3,33.33,1,23,24,80.0,0,0.0,0,1,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,,0,0,0.0,5,0,0,1,1,0,0,0,-0.03,0,0.0,0,1,0,6,0,0,0,1,90,0,0.0,0,0,0,0,0.0,0,0,0,0,6,0,1,6.7,0,0,0,1,1,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,3,0,0,0,0.0,9,7,23,30,6.7,0,0,37,0,0,0,Paul Argney,Le Havre,1426218,1662,france,2526,20260326
0,1,100.0,1,2,66.67,7,12,19,86.36,2,66.67,1,1,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,2,0,0,0.01,,1,0,0.0,0,0,0,1,1,0,0,0,,2,66.67,0,0,0,3,0,0,0,0,38,0,0.0,0,0,0,0,0.0,0,0,0,0,6,0,0,6.7,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,100.0,0,1,1,100.0,0,0,1,1,4,66.67,3,7,15,22,6.7,0,0,33,0,0,0,Maxima Goffi,Lille,1937040,1643,france,2526,20260326
11,0,0.0,35,14,45.16,151,310,461,93.13,8,61.54,5,10,0,0,0,0,27,1,0,0,1,28,9,0,1,1,3,15,0,1,0.41,,4,0,0.0,1,0,0,7,7,0,0,0,,12,54.55,0,0,0,34,1,2,0,7,549,0,4.0,0,0,0,0,0.0,0,0,0,0,43,0,0,6.7,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,33.33,0,7,4,57.14,2,20,3,1,20,57.14,31,174,321,495,60.3,0,0,567,4,1,0,Conrad Jaden Egan-Riley,Olympique de Marseille,1131448,1641,france,2526,20260326
